No.,user,created,location,description
165,deciga_enedina,2020-03-20 00:22:33,,"╔══╗╔╗ ♡ ♡ ♡ ╚╗╔╝║║╔═╦╦╦╔╗ ╔╝╚╗║╚╣║║║║╔╣ ╚══╝╚═╩═╩═╩═╝ ஜ۞ஜ YOU ஜ۞ஜ
ᶤ ᵏᶰᵒʷ ʸᵒᵘ ᵏᶰᵒʷ 
amo el taekook y también el Yoonmin y namjin ♥️ soy re loka y PS nada bye~:v"
166,shishi_blanco,2020-03-20 00:22:33,,
167,chexxicchi,2020-03-20 00:22:33,,"if you see my crying on the tl over a certain seven boys, mind ya business | (i saw bts)²"
168,jiminconcept,2020-03-20 00:22:33,하늘만큼 땅만큼 사랑해,"- 박지민 - 너는 나, 나는 너 - I will be searching for you... no matter how long it takes."
169,moonddess,2020-03-20 00:22:33,🇨🇱,╾ 𝘐'𝘮 𝘵𝘩𝘦 𝘰𝘯𝘦 𝘐 𝘴𝘩𝘰𝘶𝘭𝘥 𝘭𝘰𝘷𝘦 𝘪𝘯 𝘵𝘩𝘪𝘴 𝘸𝘰𝘳𝘭𝘥.              〔物の哀れ〕🖤
170,ysemama37,2020-03-20 00:22:33,,"親子ARMY💜
🐯娘は大学生、🐨息子は高校生です。
思春期&反抗期の子ども達と、共通の話題があって楽しいです。みなさん、よろしくお願いします！"
171,kimseokjinchegu,2020-03-20 00:22:33,,Come be my teacher 💕
172,saiakantidaktau,2020-03-20 00:22:33,,Fan Account @BTS_twt
173,EclecticInkling,2020-03-20 00:22:33,,Allie || 26 || She/Her || stay/army/atiny || icon and banner by @yaboykeiji || ko-fi: https://t.co/hOh5MAQPy2
174,BTSARMYNoona,2020-03-20 00:22:33,Republic of Namjoon,"Canadian 🇨🇦 ARMY noona/doctor. Proud to be OT7, with a soft spot for JM."
175,flowysuga,2020-03-20 00:22:33,ari,⠀          ⠀     𝗶 𝘄𝗮𝗻𝘁 𝘆𝗼𝘂 ˓ 𝗃𝗄 𝗍𝗈 𝗃𝗆 ✩
176,MochiMittens,2020-03-20 00:22:33,"Newark, NJ","life's too short, and so am I Belieber 💜 ARMY 💜"
177,mikrojiminssi,2020-03-20 00:22:33,,"When I only needed a star, @BTS_twt gave me a galaxy 🌌💜

ARMY💜"
178,lus_JinTae,2020-03-20 00:22:33,Perú ,/18 años/Chica loca por 7 chicos que me han hecho ver la vida de otro modo👌/shipYoonMin😏💕/Esposa de Kim TaeHyung👌😏👏/
179,kareleli33,2020-03-20 00:22:33,,"Bangtan: Teamwork makes the dream work ( ˘ ³˘)♥
Monsta X: Saranghamnida MONBEBE ʕっ•ᴥ•ʔっ
Stray Kids: You make Stray Kids Stay (๑˙❥˙๑)"
180,Kaleariam,2020-03-20 00:22:33,mi kasa we :v,'Waiting for you Anpanman~' fan account for @BTS_twt I love Bangtan and Bangtan are 7
181,buru0marvelous,2020-03-20 00:22:33,Tokyo 35鯖,ドラクエX復帰しました！ フレンド募集中です！ 無言フォロー失礼します(*´-`) お酒大好きです:( ;´꒳`;): 無人島🏝行きます
182,KokoArmy10,2020-03-20 00:22:33,,"We are together, bulletproof
We are not seven, with you❤️BTS💜
If our love is wrong ,
Then ,I don't ever want to be right,
Taekook Twinflames 🐯❤️🐰"
183,yolowoo9979,2020-03-20 00:22:32,박지민 청량섹시,혼잣말
184,miaaungi,2020-03-20 00:22:32,ONLY ARMY,"Só dou RT porq não tenho tempo pra interagir, mas tô aqui pra apoiar esses filhos da mãe que tomaram conta do meu coração!!"
185,Carol_Saraiiva,2020-03-20 00:22:32,,"A.R.M.Y ❤
Stream in BTS
#BTS @bts_twt"
186,pjmchimi,2020-03-20 00:22:32,,@bts_twt
187,ZFV1798,2020-03-20 00:22:32,MY❤️BELONGS TO HANKYU🥺🥺🥺🥺,"🐨“I ƙɳσɯ ƚԋҽ ραƚԋ I ɯαɳƚ ƚσ 
                    ƚαƙҽ ʂσ I’ʅʅ αƚ ιƚ ɱყ ɯαყ”🐨

     ✨✦✦ ✦✦ ✦✦ ✦✦ ✦✦ ✦✦✨ @Stray_kids @ygtreasuremaker @ATEEZOfficial"
188,ohh_mmymy_bts,2020-03-20 00:22:32,방탄보유국,"탄덕계 (따로만든)_ 조용히 덕질즁💜








































홈마님들 따라다니면서 짤줍중"
189,AnniePawesome,2020-03-20 00:22:32,,a proud army 🥺
190,_SGarmy_,2020-03-20 00:22:32,,#BTSComeBack2020... I appreciate the masterpiece that is you because your existence alone is art » @BTS_twt
191,joonsfavcrab,2020-03-20 00:22:32,,you thought i’m soft didn’t you - 😏
192,StatonTami,2020-03-20 00:22:32,,Newer fan. Love all 7. Bias JK. Mesmerized by Jikook's relationship.
193,Abigail03945261,2020-03-20 00:22:32,donde@nieblaxdxd nomesigue😭💗,"Army Forever💜
Cuando salieron las teorías de ON YO no entendía un choto, pero estaba feliz por ellos y haciendo stream aunque ellos no den gira para mí pais💗"
194,Min7Ne,2020-03-20 00:22:32,,"BTS + ARMY = FAMILY 💜💜💜💜
Fan account @BTS_twt"
195,itsjusteslife,2020-03-20 00:22:32,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
196,Hobaop,2020-03-20 00:22:32,tata's house,me gustan los hoyuelos de nam
197,mamrsisters,2020-03-20 00:22:32,,
198,TaTa_TaeTae1995,2020-03-20 00:22:32,,"태형앓이 중~~ 방탄소년단 뷔 위주 알티봇!!
너의 어떤점 때문이 아니라 그냥 너라서 좋다
행복하자  💜"
199,AgustD67196264,2020-03-20 00:22:32,,🤗
200,kewry2005,2020-03-20 00:22:32,"Floresta do Araguaia, Brasil",[💙7] Fonte de informações sobre o grupo sul coreano @BTS_twt
201,MeiditaShanty,2020-03-20 00:22:32,"DKI Jakarta, Indonesia",Jakartans
202,srndptae101395,2020-03-20 00:22:32,95z is luv,#박지민 #김태영 - you are my soulmate
203,yari_lr,2020-03-20 00:22:32,,𝕯𝖊𝖆𝖓 𝖙𝖚 𝖕𝖆𝖙𝖗𝖔́𝖓
204,vinasntyaaa,2020-03-20 00:22:32,Indonesia,gatau ah
205,joonmylight12,2020-03-20 00:22:32,🏡mikrokosmos 💜fan accont,⠀⠀⠀⠀  ⠀𝗇𝖺𝗆𝗎 ⋆ 可愛的. ☁️🌱
206,kayla_rosie_e,2020-03-20 00:22:32,,🌈❤💜💙
207,jeonjefka,2020-03-20 00:22:31,nsfw,"ㅤ ㅤ(  🔞Parody Account ／ @BTS_twt  ) professional gamer and dancer with fully charm, 𝙅𝙚𝙤𝙣 𝙅𝙪𝙣𝙜𝙠𝙤𝙤𝙠."
208,StopberryEH,2020-03-20 00:22:31,,RM🐋
209,vminyg,2020-03-20 00:22:31,"vm, woodz","#YOONGI: like a capital letter, i want to place you first in my life | fanacc"
210,meanyoongi_twt,2020-03-20 00:22:31,earth,"yoongi: i want peace I go to restroom. 191011 💜
gryffindor bih."
211,AudiniHanna,2020-03-20 00:22:31,Seokjinheart,"OT7 💜💜💜 ~ Always Love Yourself ~
보라해 #BTS Fan Account @BTS_twt"
212,bring__bts,2020-03-20 00:22:31,,국민/짐른 fan account fan account
213,eternalbtsOT7,2020-03-20 00:22:31,「Lejos de Bangtan」,┇sᴛᴀɴ @BTS_twt ┇ᴏɴʟʏ ᴀʀᴍʏ┇Esᴛᴜᴅɪᴀɴᴛᴇ ᴅᴇ Dᴇʀᴇᴄʜᴏ┇ᴏᴛ7♡┇
214,BTS_130613LV,2020-03-20 00:22:31,,해가 뜨기 전 새벽이 가장 어두우니까 -tomorrow 中- @BTS_twt
215,chokoric,2020-03-20 00:22:31,,3n / 올팬 / 악개사절
216,jungooshie,2020-03-20 00:22:31,,‹..⃗ ☁️، 방탄소년단 ─ 𝗐𝖾 𝖺𝗋𝖾 𝗳𝗼𝗿𝗲𝘃𝗲𝗿 𝖻𝗎𝗅𝗅𝖾𝗍𝗉𝗋𝗈𝗈𝖿!✦ {ғᴀɴ ᴀᴄᴄᴏᴜɴᴛ}
217,Rofiqohnrf1,2020-03-20 00:22:31,"Wonosobo, Indonesia",hola
218,IdiosyncraticJK,2020-03-20 00:22:31,"New York, NY",only for🐰
219,TINNIE_85,2020-03-20 00:22:31,Indonesia,YOLO💜💜💜 n ILOVE BTS
220,bts_miya1,2020-03-20 00:22:31,대한민국,💜 Fan account for @BTS_twt 💜_____________💜 본계는 정리하고 이사왔어요~💜
221,treshyy_,2020-03-20 00:22:31,Hope World,a proud ARMY | 7-1=0 | fan account | @BTS_twt ♡
222,taek91426,2020-03-20 00:22:31,Argentina,𝘼𝙢𝙖 𝙖 𝙡𝙤𝙨 𝟳💜
223,bts_taylor_,2020-03-20 00:22:31,,I Stan Taylor Swift//BTS// and a few others I'm not always updated with. Mamamoo//Halsey
224,FIFIANDTAE,2020-03-20 00:22:31,,#TAEHYUNG Your love became my life💜🙂 #김태형 #풍경 #winterbear #InnerChild
225,carobangt,2020-03-20 00:22:31,,#JK: i'm in love with six Korean boys / OT7 fan account / TGIB™
226,Itzellopez62211,2020-03-20 00:22:31,,"BTS and Got7 own my heart, bank account and ass 🤧✊"
227,Gissel52299959,2020-03-20 00:22:30,,BTS!!💜🎻 :'3
228,jinsocrate,2020-03-20 00:22:30,,fan des BTS
229,JLo_Bangtan,2020-03-20 00:22:30,Magic Shop♡,"@BTS_twt is everything to me💜

Soulmate: @GoldenMochi1995
Other Half: @ItsJ_Hoseok
My Chiminshee: @Jeon_Y_J_Hell
My Kookie: @Cafujk_
Sister in law: @jeonswaif"
230,alej1630,2020-03-20 00:22:30,Colombia,
231,mintsfaby,2020-03-20 00:22:30,,loving bts and suzy 24/7
232,saidatwice_,2020-03-20 00:22:30,サナちゃんの夢の中,戻って来ました伝説(自称)のサナペンサイダー🥤＠あかさたなです！フォロバほぼ100%！once以外は基本フォローしませんよろしくお願いします！04line원스
233,ULI_twt,2020-03-20 00:22:30,Southeast Asia ,"외랑둥이 ✊FULL TIME ARMY✊
24/7/365 !!! 방탄소년단 보라합니다~💜
PSYCHOLOGY🎓"
234,YoongiBolude,2020-03-20 00:22:30,bᥲᥒgtᥲᥒ smιᥣᥱ's,"Stan bangtan, stan art！ 🌞~ ENG/ESP
ʸᴼᴼᴺᴹᴵᴺ, ⱽᴷᴼᴼᴷ, ᴺᴬᴹᴶᴵᴺ ﹙20/03/18﹚(🇦🇷);;


@BTS_twt"
235,jjyomop,2020-03-20 00:22:30,♡ ; ₀₀ / ₀₀ / ₀₀ 🐸,✰ #⃞݊ᥴgᥣ_sqᥙᥲd ! ┊ #BTS ; kım nαmjoon 🏳️‍🌈 ⌧ 🌈 ; 彡 承 ┊ 轉 ┊ 結 ┊ 起 ✩ 🍭 ˢᵗʳᵉᵃᵐ: ᵐᵒᵗˢ ⁷ ᵎ 🟣
236,lastnamecar,2020-03-20 00:22:30,choi wonjae's gf,"hong dabin's wifey 🤡 indigo cozyboys 우주로 비행 🤡 bition boyz 🤡 
jyg hoes 🤡"
237,0T70nly0,2020-03-20 00:22:30,,"idk I just wanna get my shit together this year, and go to a Bts/Ateez concert 😔"
238,army_faty,2020-03-20 00:22:30,,100% ARMY
239,DewiNur83989720,2020-03-20 00:22:30,"DKI Jakarta, Indonesia",
240,tannieson,2020-03-20 00:22:30,ON,
241,QPORI_JK,2020-03-20 00:22:30,,#전정국  —̳͟͞͞♡MY EUPHORIA—̳͟͞͞♡
242,rlzkthav,2020-03-20 00:22:30,,UNREAL ╱ 1 9 9 5 — Kim Taehyung ( 김태형 ) ╱ mamah durhaka @jisuchoiv ╱ taena @krxveel
243,kmsseokjin,2020-03-20 00:22:30,,"[Roleplayer] Kim Seokjin of 방탄소년단! Mr. Worldwide Handsome ;) 

Not so perfect but so beautiful... I’m the one I should love..."
244,21Btsoffical,2020-03-20 00:22:30,,Hi I’m a BTS army and TXT moa TikTok account btsoffical_21 PURPLE YOU GUYS 😂💜💜💕MEMES ARE FOUND IN THIS ACCOUNT ALSO
245,bts_twt_lovesme,2020-03-20 00:22:30,,fan account • @bts_twt : my happy and magic place | I’m gonna be happy 😌💜 | jikooker 🌈
246,BTS_HAYEON,2020-03-20 00:22:30,,언괄오류시DM/선괄=맞괄/소통 최대한 해드리는중
247,itsjusteslife,2020-03-20 00:22:30,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
248,5QTJvuMmdovovlR,2020-03-20 00:22:30,,いつでもどうぞ
249,niki8610,2020-03-20 00:22:30, Peru,"RESPECT   RAP LINE ☺💜👊
MORE RESPECT  KIM NAMJOON 

#MapOfTheSoul7 
#MAP_OF_THE_SOUL_7 
#BTSIsComing 
#7isComing 
@BTS_twt !!!"
250,shelovesinmochi,2020-03-20 00:22:30,"Augusta, GA",OT7 for life 💜🐨🐹🐱🦄🐥🐯🐰💜 BTS only Fan Account https://t.co/TlxLLC7WxM
251,RavyArmy,2020-03-20 00:22:30,,"I support BTS as Artists. Stream/Buy BTS Music, Enjoy & Chill! 😊"
252,HY96717370,2020-03-20 00:22:30,,💎 팔로우 하지 마셈요 ㅜㅜ 혼자 노는 계정이에요. 제가 괜히 죄숑하자나여
253,Adell__U,2020-03-20 00:22:30,Indonesia Lampung,FAN ACCOUNT @BTS_twt ♡
254,flowersunshine0,2020-03-20 00:22:30,Brasil,fan account army ot7💜
255,jenndomingo0924,2020-03-20 00:22:29,Republic of the Philippines,"BTS ARMY since 2014
A lover, daughter, sister and a friend"
256,AngieCL10,2020-03-20 00:22:29,Colombia,Orgullosa de pertenecer a estos dos hermosos fandoms #TeamJohann #CNCOwner #CNCO #BTS #ARMY Don´t leave me ⓒⓞⓛⓞⓜⓑⓘ
257,stefanny_7soft,2020-03-20 00:22:29,México 🇲🇽,"~ Shine, Dream, Smile ~

@BTS_twt 😍💜"
258,FerrarenJemma,2020-03-20 00:22:29,,"A Mom, a wife and an ARMY 😍😍😍"
259,Cutelittlemoch3,2020-03-20 00:22:29,Indonesia,"BTS's Wings, Love, Voice and Universe 💜 Army since 2013 💜 OT7 💜 Have the weakest spot for minimini and the softest spot for Kookie 💜 BTS Zone Only 💜"
260,CromwellMj,2020-03-20 00:22:29,,My get out of Twitter Jail Account
261,mssugabang,2020-03-20 00:22:29,,BTS 💜🌈|🔥 19.05.18 🔥| Issa @BTS_twt only event everyone else gtfo 🏌🏽‍♀️| MOON 🌕🌎|
262,lilumeowmeow,2020-03-20 00:22:29,magic shop 🔮,🧚🏻‍♀️ fan acc @BTS_twt 💜
263,benavidez_star,2020-03-20 00:22:29,On Mars,#ARMY •I JÚŚT WÄŃTËD TØ ŁĖÅRÑ THËĮR ŃÃMĖŠ• “YO! nice paprika!” -Kim Taehyung. I was innocent until I found ‘expensive girl’ by RM(Kim Namjoon)
264,Yeontan_Bang,2020-03-20 00:22:29,"Texas, USA",Heavy retweeter & also make several low quality videos of BTS😅-ichini kochunni seokjinie -Worldwide Handsome ~ MAP OF THE SOUL: 7
265,RACL2003,2020-03-20 00:22:29,Bolivia,fan account v:
266,EternallySeven7,2020-03-20 00:22:29,"New Providence,Bahamas","Formally @/Stan7evenKings 
I'm something you've never seen before!
#BahamaArmys

Stream for clear skin and Good looks like our 7!
https://t.co/IsoE09Rfll"
267,sheilabsit,2020-03-20 00:22:29,"San Francisco, CA",BTS is my Euphoria in my own Utopia 💜J💜RM💜JH💜SG💜V💜JM💜JK
268,handsomekoala2,2020-03-20 00:22:29,Treasure / Blackpink,#JENNIE 🥟
269,FinWalter,2020-03-20 00:22:29,,
270,chokoric,2020-03-20 00:22:29,,3n / 올팬 / 악개사절
271,2HannahCh5,2020-03-20 00:22:29,,Fan Account @BTS_twt
272,juseana,2020-03-20 00:22:29,Mexico,☝
273,Lucianarynlds,2020-03-20 00:22:28,,
274,anjeonlicous,2020-03-20 00:22:28,,
275,jyhs1029,2020-03-20 00:22:28,대한민국 서울,BTS Fan Account 💜
276,heynicsz,2020-03-20 00:22:28,𝐔𝐆𝐇!,#정국 𝗂 𝖼𝖺𝗇 𝗌𝖾𝖾 𝖺 𝗐𝗁𝗈𝗅𝖾 𝐠𝐚𝐥𝐚𝐱𝐲 𝗂𝗇 𝖿𝗋𝗈𝗇𝗍 𝗈𝖿 𝗒𝗈𝗎𝗋 𝖾𝗒𝖾𝗌. ✩₊˚ 
277,itsjusteslife,2020-03-20 00:22:28,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
278,joonmylight12,2020-03-20 00:22:28,🏡mikrokosmos 💜fan accont,⠀⠀⠀⠀  ⠀𝗇𝖺𝗆𝗎 ⋆ 可愛的. ☁️🌱
279,japbhope,2020-03-20 00:22:28,"Tokyo-to, Japan","- music stan - bts   ari   halsey  mamamoo  ateez  therose  dreamcatcher   30stm   21pilots,  etc
 日本の恋人   ⛩️   
 🌿V E G G I E 🌿🐷
Casada con @CallMeAngie3 💍"
280,enjjjoy830,2020-03-20 00:22:28,,"松本潤くん、嵐さん。シマエナガ。
大好きなものを愛でる日々。"
281,cuteyoongi0309,2020-03-20 00:22:28,🌈💕🌟아니 뭔 개소리냐고💕❤️🌈💕🌟아니 뭔,초반 ^!^
282,injunzinho,2020-03-20 00:22:28,,
283,Giselys13,2020-03-20 00:22:28,"Barranquilla, Colombia","❤jiminnie❤

DEVUELVO FOLLOW💱

No estuve ahí desde el principio pero si estaré hasta el final!❤ #BANGTAN"
284,TINNIE_85,2020-03-20 00:22:28,Indonesia,YOLO💜💜💜 n ILOVE BTS
285,Jinnieeah,2020-03-20 00:22:28,,「 𝓳𝓲𝓷'𝓼 𝓬𝓱𝓸𝓲𝓬𝓮: 𝓘’𝓶 𝓽𝓱𝓮 𝓸𝓷𝓮 𝓘 𝓼𝓱𝓸𝓾𝓵𝓭 𝓵𝓸𝓿𝓮 」「 𝓶𝔂 𝓮𝓿𝓮𝓻𝔂𝓽𝓱𝓲𝓷𝓰: @bts_twt  」「𝓶𝔂 𝓼𝓸𝓾𝓵𝓶𝓪𝓽𝓮: @bolinho_ssi 」
286,rkiveugh,2020-03-20 00:22:28,s/h,
287,ZM90959338,2020-03-20 00:22:28,,
288,sftjungk,2020-03-20 00:22:28,Brasil,e ai vai me aguentar
289,Kokoplsasa,2020-03-20 00:22:28,,코이즈미 코타로 小泉孝太郎🍅/ 아라시 嵐💙❤️💚💛💜/ 블랙페앙 타카토카🔥/ ••• 좋아하는 것들을 좋아하는 계정!
290,bts_blckpink,2020-03-20 00:22:28,MDZS ,"BangPink in your area [22]
🇲🇽🇺🇲🇬🇹
#mdzs
backup account @BlackBangtan22"
291,smol_pea,2020-03-20 00:22:28,not from here,"Hello.💜
bts is back😏"
292,trhyuk,2020-03-20 00:22:28,𝐦𝐱 + 𝐛𝐭𝐬 + 𝐢𝐭𝐳𝐲. 🎍,#𝐌𝐈𝐍𝐇𝐘𝐔𝐊 𝘸𝘪𝘭𝘭 𝙖𝙡𝙬𝙖𝙮𝙨 𝘣𝘦 𝘮𝘺 𝙛𝙖𝙫𝙤𝙧𝙞𝙩𝙚 𝙗𝙤𝙮！ 🥡
293,hedonesexual,2020-03-20 00:22:28,namjoon’s chest,#HOSEOK : YOU WILL KNOW WHEN YOU LISTEN TO OUR NEW ALBUM AND WATCH THE PERFORMANCE THAT LISTENING TO BTS WAS THE BEST DECISION OF YOUR LIFE.
294,BTStarter,2020-03-20 00:22:28,🌟 magic shop 🌟,summary of my account: yoongi & dick | Agust D x Logic hypeman
295,Cris_Seokjin,2020-03-20 00:22:27,UGH! X RESPECT,BTS Biased🌻7 Coreanos an dominado mi vida🌆💞  Vkook is Real 🌼 Seesaw it's 🌻 my drug in the sadness 💖 MOTS 7 🍃MOON💕
296,Ftt251,2020-03-20 00:22:27,"Paris, France",
297,Jamiis4,2020-03-20 00:22:27,,"13 aninhos💜💜
Cores favoritas: roxo💜preto🖤 
Minha frase❤
Para realizar grandes coisas, nós precisamos sonhar, bem como agir.💗"
298,filtermoochi,2020-03-20 00:22:27,cualquier lugar menos con bts,Jɪᴍɪɴ:  ✦⋆ ⁱ ʷᵃⁿᵗ ʸᵒᵘ ᵗᵒ ᵇᵉ ʸᵒᵘʳ ˡⁱᵍʰᵗ ᵇᵃᵇʸ ⋆✦
299,DaebakMonstaX,2020-03-20 00:22:27,OT7LAND,"⋈
Son Hyunwoo
Lee Hoseok
Lee Minhyuk
Yoo Kihyun
Chae Hyungwon
Lee Jooheon
Im Changkyun
몬스타엑스
(Waiting...🥺⏳)"
300,karoll_____,2020-03-20 00:22:27,Colombia,"°ᴄᴀᴜรᴇ ɪ ʟᴏᴠᴇ ʏᴏᴜ ғᴏʀ ɪɴғɪɴɪᴛʏ°

รɱเℓε..°"
301,lizzyrtt,2020-03-20 00:22:27,,🐼
302,ughvminey,2020-03-20 00:22:27, ▸▸ 0t7 ❥❥ ,bts fan account 💜
303,Gguklovable,2020-03-20 00:22:27,🇵🇾,𝐂𝐚𝐧 𝐢 𝐬𝐨𝐦𝐞𝐝𝐚𝐲 𝐟𝐢𝐧𝐧𝐚 𝐟𝐢𝐧𝐝 𝐦𝐲 𝐭𝐢𝐦𝐞? ⏳┊Fan Account.
304,SeokJinK9212,2020-03-20 00:22:27,,Kpop was born to save the word💜
305,sunmisluv,2020-03-20 00:22:27,ᴊɪᴍɪɴs ᴛʜɪᴄᴄ ᴅ ⌫ ,— ꒰‧⁺ ⌨︎ 𝘲𝘶𝘪𝘦𝘵 𝘨𝘪𝘳𝘭 𝘸𝘪𝘵𝘩 𝘢 𝘥𝘪𝘳𝘵𝘺 𝘮𝘪𝘯𝘥 ⁺ ☁️ *ೃ༄
306,CromwellMj,2020-03-20 00:22:27,,My get out of Twitter Jail Account
307,RapLine97989184,2020-03-20 00:22:27,lejos de yoongi y bts,Amo A BTS
308,ame_ts07,2020-03-20 00:22:27,,"LA MÚSICA ES MI MEDICINA ♥️🖤💜💙💚💛❤️VRJSJJJ
💜Kim taehyung💜
BTS el mejor"
309,Sorrisos_for_me,2020-03-20 00:22:27,Portugal ,"🗣Na vida eu sou o yoongi que entrou pra bighit achando que ia participar num grupo de rap, só que foi enganado e hoje tá no BTS 😂😆 OT7🔥
Fan account💜"
310,bts_on_7,2020-03-20 00:22:27,Map of the Soul : 7,a fan account.
311,thebabymochi,2020-03-20 00:22:27,+62,7 - 1 = 0
312,0T7_bangtan_,2020-03-20 00:22:27,,"𝒢𝑜𝓉𝓉𝒶 𝑔𝑜 𝒾𝓃𝓈𝒶𝓃𝑒 𝓉𝑜 𝓈𝓉𝒶𝓎 𝓈𝒶𝓃𝑒

I sometimes draw- works at @metanoia_fanart"
313,chokoric,2020-03-20 00:22:27,,3n / 올팬 / 악개사절
314,yeamining314,2020-03-20 00:22:27,"하루언니,코랄언니,최슈언니,하연언니,리아,큐티공주님💜",@soyeonsuga05온니내꼬💕
315,ohrul8koo,2020-03-20 00:22:27,051919,#남준 작은지민 큰지민 @BTS_twt 알라뷰 😗
316,Linhcha17465922,2020-03-20 00:22:27,,💜Only for Bangtanie ☆ bias Jiminie💜
317,kim_taejin_min,2020-03-20 00:22:27,ATEEZ 10.24.18 🤍,🤟🏼LY: Speak Yourself Tour [Soldier Field || 5.12.19]🤟🏼. 💗I'm learning how to love myself💗🤞🏼TXT🤞🏼@wwhksj7
318,T4EKOOKSOFT,2020-03-20 00:22:26,⠀ 𝟵𝟳’  : 하  ✦  슬,⠀⠀ ⠀  ⠀ ، ✧⠀─ 𝗯𝗮𝗯𝘆정국 ‹3 my 爱!! ˆ꒳ˆ
319,locapor_jm,2020-03-20 00:22:26,,
320,nhi4848,2020-03-20 00:22:26,,Giữa Fan và idol luôn luôn có 1 ranh giới chỉ ngắm thôi chứ ko bao h chạm đc😊
321,nochumoonshine,2020-03-20 00:22:26,Argentina,"●Mᴇ ɢᴜsᴛᴀʙᴀɴ ʟᴀs ᴇsᴛʀᴇʟʟᴀs, ʏ ᴛᴜ́ ᴛᴇɴɪ́ᴀs ᴇʟ ᴜɴɪᴠᴇʀsᴏ ᴇɴ ᴛᴜs ᴏᴊᴏs...... ¿Cᴏ́ᴍᴏ ɴᴏ ɪʙᴀ ᴀ ᴇɴᴀᴍᴏʀᴀʀᴍᴇ ᴅᴇ ᴛɪ? ✨💕"
322,K_Yoongi0309,2020-03-20 00:22:26,,army&once 同ペンさんも他ペンさん全然大丈夫です!! ぜひ絡んでください🙇‍♀️
323,hayarin2562,2020-03-20 00:22:26,,Love myself
324,imamultix,2020-03-20 00:22:26,"Birmingham, England","Multi Fandom💕 ULTS ~ Jimin,Hyunjin, Wooyoung,Rosé & Beomgyu😍 GOT7 In London ~ 11/10/2019💙🌍"
325,paradisekook,2020-03-20 00:22:26,🤡,#bts: we were only seven but we have you all now
326,nurqin04,2020-03-20 00:22:26,Malaysia,"You Must Make It Dread You

방탄소년단~
BTS for life"
327,mar_blew,2020-03-20 00:22:26,bangtan temple,🇳🇬both my hoseoks look like meals.
328,bogoshibda,2020-03-20 00:22:26,,#JIMIN: i belong to myself
329,changwook46,2020-03-20 00:22:26,"Manila, Philippines",BTS💜💜💜 №¹ forever
330,toKOOKim,2020-03-20 00:22:26,도토리가방,🥁🐨🐹🐱🐿🐥🐯🐰🥁
331,DuynV77928570,2020-03-20 00:22:25,,
332,won_amiii,2020-03-20 00:22:25,,JM:”Sao mọi người lại yêu thích chúng mình nhỉ?” Tớ hỏi:”Tại sao m lại thích cây” chim sẻ đáp:”Thích đâu cần lí do” 💜Tớ yêu các cậu không cần lí do 💜Borahae💜
333,YUNALIM15,2020-03-20 00:22:25,대한민국 인천,"Je t'aime plus qu'hier mais moins que demain💜
어제보다 더, 내일보다 덜, 사랑합니다💜"
334,itsdiminie,2020-03-20 00:22:25,,"BTS Fan Account ㅡ i do believe your galaxy, @BTS_twt ."
335,bbyshookyy,2020-03-20 00:22:25,Yoonjunniee,"FAN ACCOUNT--𝕀'𝕞 𝕛𝕦𝕤𝕥 𝕒 𝕗𝕒𝕟 𝕠𝕗 @BTS_twt 𝕒𝕟𝕕 @TXT_members
💜#Yoongi"
336,rapmani1,2020-03-20 00:22:25,,"BTS ARMY for life
(Teamwork makes the Dream work)
#LoveYourself #LoveOT7"
337,rj_kore,2020-03-20 00:22:25,,"BTS ARMY 100% 
Bias Jin 💜💜💜
Namjin enthusias"
338,Celeste20378649,2020-03-20 00:22:25,,💜BTS💜
339,sneckitysneck,2020-03-20 00:22:25,senku's lab,pst hey kid. you want some armyweeb content?
340,Lucia4189,2020-03-20 00:22:25,Mendoza,"ARMY ❤️
Mendoza 💛"
341,vhoping,2020-03-20 00:22:25,,head up in the sunlight baby ☀️
342,StopberryEH,2020-03-20 00:22:25,,RM🐋
343,BTS7OT7,2020-03-20 00:22:25,United States,Forever we are young
344,clouds95z,2020-03-20 00:22:25,Việt Nam,|| Fan account ᶠᵒʳ @BTS_twt || ✿ ᵀᴴᴱ ᴹᴼˢᵀ ᴮᴱᴬᵁᵀᴵᶠᵁᴸ ᴹᴼᴹᴱᴺᵀ ᴵᴺ ᴸᴵᶠᴱ ✿ OT7 ♡ #VMin
345,youyoutajimin,2020-03-20 00:22:25,,Youyou_jimin (bts)🐣🐣👑💜
346,sunmisluv,2020-03-20 00:22:25,ᴊɪᴍɪɴs ᴛʜɪᴄᴄ ᴅ ⌫ ,— ꒰‧⁺ ⌨︎ 𝘲𝘶𝘪𝘦𝘵 𝘨𝘪𝘳𝘭 𝘸𝘪𝘵𝘩 𝘢 𝘥𝘪𝘳𝘵𝘺 𝘮𝘪𝘯𝘥 ⁺ ☁️ *ೃ༄
347,MaraDelCisne9,2020-03-20 00:22:25,,
348,blxnkye,2020-03-20 00:22:25,🇰🇭,"мυlтιғandoм 

#빅뱅 💛💙 #슈퍼주니어
#방탄소년단 💜🖤 #블랙핑크"
